id_logu;czas;czas_trwania_sesji;adres_ip;id_systemu
1105;16.06.2021 09:12;3303;100.18.207.234;3
1106;16.06.2021 11:56;1393;111.162.101.178;12
1107;16.06.2021 22:29;427;201.127.192.12;1
1108;16.06.2021 23:32;3511;88.217.181.132;6
1109;17.06.2021 02:45;472;205.82.164.198;6
1110;17.06.2021 02:51;1746;136.133.217.210;5
1111;17.06.2021 03:14;612;110.11.174.73;13
1112;17.06.2021 04:58;1326;222.83.30.151;6
1113;17.06.2021 10:28;1223;55.234.230.127;6
1114;17.06.2021 10:36;3477;118.241.235.137;6
1115;17.06.2021 18:11;1354;69.124.98.187;10
1116;18.06.2021 00:42;232;55.234.230.127;4
1117;18.06.2021 01:12;3207;180.152.29.90;7
1118;18.06.2021 02:21;2914;242.146.184.63;4
1119;18.06.2021 09:51;924;230.241.94.78;3
1120;18.06.2021 16:13;2026;252.158.146.10;10
1121;18.06.2021 16:41;1539;35.74.154.46;9
1122;18.06.2021 20:43;336;108.29.56.125;10
1123;19.06.2021 01:12;900;224.227.160.193;9
1124;19.06.2021 03:11;896;157.232.58.36;10
1125;19.06.2021 04:46;555;247.144.57.79;5
1126;19.06.2021 06:40;2302;224.227.160.193;1
1127;19.06.2021 07:36;3404;108.29.56.125;8
1128;19.06.2021 13:52;3538;214.71.48.93;1
1129;19.06.2021 15:46;132;201.96.31.251;3
1130;19.06.2021 16:35;1485;110.11.174.73;6
1131;19.06.2021 16:59;2185;217.38.30.83;3
1132;19.06.2021 19:19;1875;157.60.242.140;12
1133;19.06.2021 22:43;1245;18.156.90.244;8
1134;20.06.2021 09:57;3291;108.29.56.125;4
1135;20.06.2021 11:01;37;163.166.168.14;8
1136;20.06.2021 13:11;2338;101.81.161.142;4
1137;20.06.2021 16:49;2524;191.68.12.137;12
1138;20.06.2021 17:50;1373;139.14.127.71;9
1139;20.06.2021 19:19;496;71.210.167.55;6
1140;21.06.2021 01:02;2546;46.49.93.187;8
1141;21.06.2021 06:32;2709;157.60.242.140;4
1142;21.06.2021 13:02;2481;139.214.235.22;4
1143;21.06.2021 14:09;570;100.18.207.234;6
1144;21.06.2021 16:12;2064;124.85.134.138;6
1145;21.06.2021 17:31;588;31.21.64.255;4
1146;21.06.2021 19:24;403;92.17.51.42;13
1147;21.06.2021 20:16;1013;38.162.243.217;7
1148;21.06.2021 21:34;1813;164.111.53.197;7
1149;21.06.2021 23:06;493;119.111.205.208;4
1150;22.06.2021 05:58;1429;170.132.134.211;2
1151;22.06.2021 16:20;3509;114.161.33.77;10
1152;22.06.2021 20:01;3099;18.156.90.244;13
1153;22.06.2021 21:07;391;205.82.164.198;6
1154;23.06.2021 01:01;1974;222.236.34.184;3
1155;23.06.2021 01:29;2639;75.128.162.152;2
1156;23.06.2021 03:21;283;162.115.36.59;8
1157;23.06.2021 22:20;1240;125.235.48.114;10
1158;23.06.2021 22:39;954;163.166.168.14;11
1159;24.06.2021 08:14;611;102.237.21.112;1
1160;24.06.2021 13:14;2709;170.222.61.39;12
1161;24.06.2021 15:23;2015;39.186.111.62;9
1162;24.06.2021 18:27;3077;224.227.160.193;3
1163;24.06.2021 19:44;2493;205.82.164.198;10
1164;24.06.2021 19:52;2740;110.11.174.73;11
1165;24.06.2021 23:28;3105;187.122.140.221;13
1166;24.06.2021 23:32;2792;217.248.144.22;7
1167;25.06.2021 02:33;2196;100.18.207.234;1
1168;25.06.2021 06:59;139;222.236.34.184;9
1169;25.06.2021 10:38;947;185.145.96.116;8
1170;25.06.2021 18:34;2748;64.114.229.223;12
1171;26.06.2021 00:11;3165;26.96.86.17;5
1172;26.06.2021 01:38;166;80.248.34.53;3
1173;26.06.2021 02:42;2850;39.186.111.62;6
1174;26.06.2021 08:26;1948;111.162.101.178;10
1175;26.06.2021 10:23;3407;108.29.56.125;1
1176;26.06.2021 11:07;1727;225.214.152.129;8
1177;26.06.2021 13:20;1504;204.80.195.67;12
1178;26.06.2021 15:17;2052;91.39.227.39;9
1179;26.06.2021 15:59;592;92.17.51.42;1
1180;26.06.2021 16:09;934;201.96.31.251;4
1181;26.06.2021 20:28;3155;157.123.63.48;4
1182;27.06.2021 03:30;154;222.236.34.184;7
1183;27.06.2021 06:24;1934;136.133.217.210;5
1184;27.06.2021 18:25;2149;169.198.44.174;12
1185;28.06.2021 00:37;254;35.74.154.46;10
1186;28.06.2021 23:28;2478;87.112.121.86;3
1187;29.06.2021 09:29;1867;87.112.121.86;7
1188;29.06.2021 15:10;3105;17.76.193.26;12
1189;29.06.2021 15:37;96;80.248.34.53;3
1190;29.06.2021 16:40;2741;125.235.48.114;3
1191;29.06.2021 21:18;1088;170.222.61.39;8
1192;29.06.2021 22:34;2792;58.193.62.203;7
1193;30.06.2021 00:13;194;64.114.229.223;6
1194;30.06.2021 00:58;2526;205.82.164.198;5
1195;30.06.2021 11:58;2195;83.176.116.16;12
1196;30.06.2021 13:19;382;170.132.134.211;13
1197;30.06.2021 13:42;2863;222.83.30.151;1
1198;30.06.2021 20:48;2179;114.187.193.206;10
1199;30.06.2021 23:40;1418;170.132.134.211;9
1200;01.07.2021 01:59;456;92.17.51.42;13
1201;01.07.2021 02:52;2535;242.146.184.63;3
1202;01.07.2021 08:08;2312;39.186.111.62;9
1203;01.07.2021 21:56;342;124.85.134.138;11
1204;02.07.2021 01:09;3587;152.89.109.127;8
1205;02.07.2021 07:17;2279;87.112.121.86;6
1206;02.07.2021 10:28;1492;209.39.166.223;9
1207;02.07.2021 11:25;2086;187.122.140.221;9
1208;02.07.2021 11:52;1459;47.204.88.176;5
1209;02.07.2021 12:19;549;199.239.237.149;13
1210;02.07.2021 13:23;2215;124.85.134.138;8
1211;02.07.2021 14:24;2289;181.73.157.23;1
1212;02.07.2021 14:53;3127;118.80.239.49;10
1213;02.07.2021 15:10;1467;69.124.98.187;5
1214;02.07.2021 16:37;186;35.74.154.46;12
1215;03.07.2021 03:09;2095;157.206.71.51;2
1216;03.07.2021 10:22;3342;157.152.73.162;12
1217;03.07.2021 13:15;1144;150.78.52.88;6
1218;04.07.2021 04:22;930;115.66.21.228;10
1219;04.07.2021 07:49;1781;150.78.52.88;7
1220;04.07.2021 14:31;1151;170.222.61.39;2
1221;04.07.2021 16:19;1182;26.96.86.17;3
1222;04.07.2021 21:13;2349;79.88.16.95;7
1223;04.07.2021 21:55;1921;119.111.205.208;1
1224;04.07.2021 22:58;91;118.80.239.49;9
1225;04.07.2021 23:40;1819;229.140.250.138;7
1226;05.07.2021 03:46;1578;38.162.243.217;7
1227;05.07.2021 04:07;2286;15.156.228.62;11
1228;05.07.2021 05:11;469;116.22.134.223;2
1229;05.07.2021 13:56;57;217.38.30.83;10
1230;05.07.2021 17:36;3590;217.38.30.83;13
1231;05.07.2021 18:02;1597;229.140.250.138;6
1232;05.07.2021 21:51;1753;124.85.134.138;1
1233;06.07.2021 03:47;881;225.214.152.129;5
1234;06.07.2021 06:48;2166;219.196.124.10;9
1235;06.07.2021 08:29;2202;155.129.226.229;7
1236;06.07.2021 10:07;2259;116.22.134.223;12
1237;06.07.2021 10:12;841;230.241.94.78;10
1238;06.07.2021 10:44;1984;83.176.116.16;4
1239;06.07.2021 11:46;769;183.242.241.39;8
1240;06.07.2021 13:54;164;177.78.42.187;7
1241;06.07.2021 16:17;1094;18.156.90.244;5
1242;06.07.2021 17:47;283;229.140.250.138;4
1243;06.07.2021 17:48;2487;26.96.86.17;11
1244;06.07.2021 19:25;3587;247.144.57.79;1
1245;07.07.2021 00:29;3457;35.74.154.46;3
1246;07.07.2021 01:14;3316;139.14.127.71;7
1247;07.07.2021 06:18;1853;197.16.98.90;11
1248;07.07.2021 06:53;1327;58.193.62.203;11
1249;07.07.2021 12:46;1318;87.112.121.86;4
1250;07.07.2021 13:10;456;125.235.48.114;8
1251;07.07.2021 18:49;2836;117.79.146.136;1
1252;08.07.2021 02:50;224;95.153.135.103;8
1253;08.07.2021 04:43;482;83.176.116.16;9
1254;08.07.2021 09:44;1261;47.204.88.176;11
1255;08.07.2021 11:23;3577;58.193.62.203;6
1256;08.07.2021 22:07;662;91.15.172.178;13
1257;09.07.2021 00:58;1442;30.137.46.77;7
1258;09.07.2021 07:54;5;29.196.174.182;11
1259;09.07.2021 10:56;1387;187.122.140.221;5
1260;09.07.2021 11:29;1816;181.73.157.23;2
1261;09.07.2021 15:03;2634;30.137.46.77;8
1262;09.07.2021 17:40;2068;187.122.140.221;2
1263;09.07.2021 18:25;1881;183.242.241.39;4
1264;09.07.2021 18:33;2221;79.88.16.95;2
1265;09.07.2021 22:33;3090;125.235.48.114;8
1266;09.07.2021 22:47;3528;170.132.134.211;8
1267;09.07.2021 23:41;3500;161.96.243.82;10
1268;10.07.2021 00:49;291;115.66.21.228;2
1269;10.07.2021 01:37;2935;117.79.146.136;6
1270;10.07.2021 02:35;1040;157.123.63.48;7
1271;10.07.2021 05:11;2855;75.128.162.152;9
1272;10.07.2021 06:41;1167;152.89.109.127;10
1273;10.07.2021 07:45;1187;64.114.229.223;1
1274;10.07.2021 08:59;977;29.196.174.182;8
1275;10.07.2021 09:12;3544;115.66.21.228;9
1276;10.07.2021 10:41;430;17.76.193.26;7
1277;10.07.2021 13:12;2898;91.15.172.178;12
1278;10.07.2021 17:37;241;214.71.48.93;1
1279;10.07.2021 22:08;1136;11.143.62.148;7
1280;10.07.2021 22:12;1949;214.71.48.93;13
1281;11.07.2021 01:26;1157;35.74.154.46;12
1282;11.07.2021 09:12;239;236.150.57.240;6
1283;11.07.2021 12:21;659;183.212.138.199;12
1284;11.07.2021 13:10;1435;180.152.29.90;5
1285;11.07.2021 14:58;2673;139.214.235.22;10
1286;11.07.2021 15:05;1116;199.239.237.149;3
1287;11.07.2021 20:39;2305;225.214.152.129;1
1288;11.07.2021 22:33;559;51.56.47.223;12
1289;11.07.2021 22:35;2523;197.16.98.90;3
1290;12.07.2021 00:31;3503;183.212.138.199;7
1291;12.07.2021 02:52;2242;163.166.168.14;1
1292;12.07.2021 04:54;1670;183.212.138.199;8
1293;12.07.2021 06:25;1469;11.143.62.148;2
1294;12.07.2021 06:44;1755;43.62.239.125;10
1295;12.07.2021 09:46;3339;30.137.46.77;7
1296;12.07.2021 12:24;719;102.237.21.112;12
1297;12.07.2021 17:27;1705;91.15.172.178;3
1298;12.07.2021 17:29;2505;118.80.239.49;8
1299;13.07.2021 03:29;2658;29.196.174.182;9
1300;13.07.2021 03:52;3355;30.137.46.77;13
1301;13.07.2021 10:15;2101;29.196.174.182;11
1302;13.07.2021 12:12;2909;55.234.230.127;13
1303;13.07.2021 22:07;3405;214.71.48.93;13
1304;13.07.2021 22:26;3464;209.39.166.223;11
1305;13.07.2021 22:44;624;173.17.122.108;10
1306;14.07.2021 05:16;3084;91.15.172.178;2
1307;14.07.2021 16:16;2480;51.56.47.223;4
1308;14.07.2021 23:52;359;201.96.31.251;13
1309;15.07.2021 10:33;3002;162.115.36.59;2
1310;15.07.2021 12:11;1425;69.124.98.187;1
1311;15.07.2021 16:29;3142;181.73.157.23;6
1312;15.07.2021 18:05;447;64.114.229.223;6
1313;16.07.2021 03:01;1294;116.22.134.223;7
1314;16.07.2021 05:32;1220;155.129.226.229;10
1315;16.07.2021 08:41;1111;159.125.210.101;3
1316;16.07.2021 12:51;2672;229.140.250.138;5
1317;16.07.2021 16:22;3361;177.78.42.187;8
1318;16.07.2021 17:06;966;193.19.200.158;13
1319;16.07.2021 17:33;2012;163.166.168.14;3
1320;16.07.2021 19:14;2959;110.11.174.73;8
1321;16.07.2021 21:08;1237;217.248.144.22;7
1322;17.07.2021 03:22;2017;222.83.30.151;1
1323;17.07.2021 08:34;753;150.78.52.88;4
1324;17.07.2021 12:41;1634;38.162.243.217;2
1325;17.07.2021 14:42;1399;64.114.229.223;1
1326;17.07.2021 18:39;2410;91.15.172.178;7
1327;17.07.2021 19:27;63;12.40.84.180;5
1328;17.07.2021 22:00;3102;144.75.100.180;1
1329;17.07.2021 23:02;164;71.210.167.55;10
1330;17.07.2021 23:51;1119;47.204.88.176;2
1331;17.07.2021 23:55;1240;43.62.239.125;10
1332;18.07.2021 01:06;2429;17.76.193.26;1
1333;18.07.2021 04:37;1664;187.122.140.221;11
1334;18.07.2021 17:59;3439;30.137.46.77;9
1335;18.07.2021 22:08;324;201.127.192.12;8
1336;19.07.2021 02:47;2358;46.49.93.187;2
1337;19.07.2021 04:35;14;108.29.56.125;11
1338;19.07.2021 05:17;2910;197.16.98.90;9
1339;19.07.2021 12:00;1509;79.88.16.95;12
1340;19.07.2021 13:25;1517;51.56.47.223;1
1341;19.07.2021 15:40;2002;191.68.12.137;7
1342;19.07.2021 17:05;2899;108.29.56.125;6
1343;19.07.2021 18:02;2945;99.245.63.132;10
1344;19.07.2021 22:09;1823;116.22.134.223;11
1345;19.07.2021 23:23;1458;181.73.157.23;7
1346;20.07.2021 11:35;3554;163.166.168.14;10
1347;20.07.2021 17:57;3092;155.129.226.229;8
1348;20.07.2021 22:11;35;219.196.124.10;1
1349;21.07.2021 02:20;2529;102.237.21.112;10
1350;21.07.2021 02:41;2534;247.144.57.79;13
1351;21.07.2021 06:08;735;46.49.93.187;12
1352;21.07.2021 08:18;1209;75.128.162.152;11
1353;21.07.2021 13:30;495;157.232.58.36;13
1354;21.07.2021 17:57;3570;214.71.48.93;8
1355;21.07.2021 18:17;1656;189.247.90.232;11
1356;21.07.2021 18:19;918;159.125.210.101;6
1357;22.07.2021 05:54;1224;157.232.58.36;12
1358;22.07.2021 12:51;1044;204.80.195.67;3
1359;22.07.2021 19:24;1200;161.96.243.82;10
1360;22.07.2021 20:33;1950;118.80.239.49;7
1361;22.07.2021 20:50;2571;110.11.174.73;7
1362;23.07.2021 00:52;3179;117.79.146.136;10
1363;23.07.2021 01:01;613;46.49.93.187;11
1364;23.07.2021 01:18;9;119.111.205.208;13
1365;23.07.2021 01:43;3489;157.60.242.140;13
1366;23.07.2021 01:49;1898;157.123.63.48;11
1367;23.07.2021 02:31;2111;102.237.21.112;2
1368;23.07.2021 03:27;1338;201.96.31.251;11
1369;23.07.2021 12:34;3334;181.73.157.23;11
1370;23.07.2021 15:54;2673;230.241.94.78;8
1371;23.07.2021 16:51;643;224.227.160.193;1
1372;23.07.2021 19:55;1619;173.17.122.108;2
1373;23.07.2021 21:04;3111;100.18.207.234;12
1374;23.07.2021 23:56;2979;115.66.21.228;10
1375;24.07.2021 03:59;3242;157.232.58.36;9
1376;24.07.2021 05:34;42;17.76.193.26;2
1377;24.07.2021 06:07;2645;252.158.146.10;5
1378;24.07.2021 10:51;2708;201.127.192.12;7
1379;24.07.2021 17:11;758;46.49.93.187;11
1380;24.07.2021 20:18;2740;189.247.90.232;6
1381;24.07.2021 20:35;798;80.248.34.53;3
1382;25.07.2021 00:04;1872;204.80.195.67;13
1383;25.07.2021 00:38;2430;217.248.144.22;5
1384;25.07.2021 03:02;729;102.237.21.112;11
1385;25.07.2021 05:39;2574;111.162.101.178;1
1386;25.07.2021 12:54;974;17.76.193.26;9
1387;25.07.2021 15:35;936;252.158.146.10;6
1388;25.07.2021 15:51;2520;118.241.235.137;4
1389;25.07.2021 17:12;2219;164.111.53.197;12
1390;26.07.2021 00:55;2861;64.114.229.223;9
1391;26.07.2021 01:20;2503;214.71.48.93;2
1392;26.07.2021 08:51;3479;100.18.207.234;10
1393;26.07.2021 11:23;3401;124.85.134.138;12
1394;26.07.2021 14:10;1343;95.153.135.103;3
1395;26.07.2021 16:01;1264;144.75.100.180;13
1396;26.07.2021 16:21;3252;201.96.31.251;3
1397;27.07.2021 06:56;2856;118.241.235.137;8
1398;27.07.2021 09:15;1229;101.81.161.142;1
1399;27.07.2021 12:14;2705;71.210.167.55;7
1400;27.07.2021 12:52;545;91.39.227.39;3
1401;27.07.2021 19:05;220;242.146.184.63;6
1402;27.07.2021 20:40;2782;163.166.168.14;13
1403;27.07.2021 20:48;2579;164.111.53.197;2
1404;27.07.2021 21:22;2515;252.158.146.10;7
1405;28.07.2021 00:10;112;11.143.62.148;9
1406;28.07.2021 04:20;3547;201.127.192.12;11
1407;28.07.2021 04:37;119;47.204.88.176;12
1408;28.07.2021 09:53;1818;214.71.48.93;8
1409;28.07.2021 11:45;3465;91.15.172.178;8
1410;28.07.2021 15:34;3310;101.81.161.142;4
1411;28.07.2021 17:29;1941;189.247.90.232;7
1412;28.07.2021 19:29;1875;181.73.157.23;8
1413;29.07.2021 00:24;2759;79.88.16.95;2
1414;29.07.2021 10:20;3447;91.15.172.178;2
1415;29.07.2021 10:46;2921;139.14.127.71;8
1416;29.07.2021 16:15;560;144.75.100.180;7
1417;29.07.2021 17:04;1840;38.162.243.217;7
1418;30.07.2021 02:00;2691;217.248.144.22;10
1419;30.07.2021 04:22;2299;79.88.16.95;9
1420;30.07.2021 12:58;2435;139.214.235.22;6
1421;30.07.2021 20:26;3122;79.88.16.95;4
1422;30.07.2021 22:21;1818;91.15.172.178;13
1423;31.07.2021 07:13;2259;31.21.64.255;9
1424;31.07.2021 14:42;2884;161.96.243.82;7
1425;31.07.2021 16:45;875;12.40.84.180;9
1426;01.08.2021 00:53;2196;157.232.58.36;2
1427;01.08.2021 04:19;2755;197.16.98.90;8
1428;01.08.2021 13:06;6;26.96.86.17;4
1429;01.08.2021 18:35;1529;111.162.101.178;12
1430;01.08.2021 19:03;3060;236.150.57.240;5
1431;01.08.2021 19:28;1629;92.17.51.42;1
1432;01.08.2021 19:37;2005;30.137.46.77;8
1433;01.08.2021 20:37;2079;222.236.34.184;13
1434;02.08.2021 09:13;1003;110.11.174.73;4
1435;02.08.2021 11:03;2048;178.122.122.173;5
1436;02.08.2021 16:41;3384;162.115.36.59;6
1437;02.08.2021 17:39;1238;252.158.146.10;8
1438;02.08.2021 18:07;1723;157.123.63.48;6
1439;02.08.2021 23:26;371;124.85.134.138;11
1440;03.08.2021 00:54;1274;155.129.226.229;13
1441;03.08.2021 02:28;2238;224.227.160.193;8
1442;03.08.2021 13:00;2401;31.21.64.255;7
1443;03.08.2021 16:35;1070;164.111.53.197;3
1444;03.08.2021 18:52;1833;55.234.230.127;7
1445;03.08.2021 19:24;3140;118.80.239.49;2
1446;03.08.2021 21:02;3579;80.248.34.53;6
1447;04.08.2021 02:12;1057;125.235.48.114;7
1448;04.08.2021 04:23;485;47.204.88.176;6
1449;04.08.2021 05:09;2588;204.80.195.67;2
1450;04.08.2021 23:41;2009;185.145.96.116;5
1451;05.08.2021 05:06;1384;139.14.127.71;1
1452;05.08.2021 05:28;3278;229.140.250.138;12
1453;05.08.2021 07:22;3317;117.79.146.136;12
1454;05.08.2021 08:47;1844;125.235.48.114;1
1455;05.08.2021 10:04;1469;187.122.140.221;12
1456;05.08.2021 11:30;521;152.89.109.127;2
1457;05.08.2021 14:26;1201;102.237.21.112;13
1458;06.08.2021 01:01;1072;148.155.168.197;2
1459;06.08.2021 01:36;3513;18.156.90.244;9
1460;06.08.2021 02:34;344;116.22.134.223;2
1461;06.08.2021 04:38;2468;199.239.237.149;7
1462;06.08.2021 11:21;953;29.196.174.182;6
1463;06.08.2021 13:28;1731;230.241.94.78;5
1464;06.08.2021 13:31;969;95.153.135.103;5
1465;06.08.2021 16:41;2059;185.145.96.116;10
1466;06.08.2021 18:48;3146;191.68.12.137;5
1467;06.08.2021 20:05;2259;55.234.230.127;13
1468;06.08.2021 22:51;3114;116.22.134.223;10
1469;07.08.2021 12:18;3514;191.68.12.137;13
1470;07.08.2021 16:12;2131;31.21.64.255;11
1471;07.08.2021 18:06;2540;170.222.61.39;2
1472;07.08.2021 21:18;2876;58.193.62.203;13
1473;07.08.2021 21:50;560;124.85.134.138;9
1474;08.08.2021 00:09;2622;100.18.207.234;3
1475;08.08.2021 00:29;3336;199.239.237.149;12
1476;08.08.2021 03:09;696;197.16.98.90;4
1477;08.08.2021 04:14;2118;157.206.71.51;13
1478;08.08.2021 06:10;3311;214.71.48.93;1
1479;08.08.2021 14:57;1952;64.114.229.223;11
1480;08.08.2021 16:23;1910;13.239.119.79;4
1481;08.08.2021 23:08;876;13.239.119.79;3
1482;09.08.2021 06:58;2941;230.241.94.78;1
1483;09.08.2021 07:13;2506;204.80.195.67;7
1484;09.08.2021 08:52;2762;222.236.34.184;3
1485;09.08.2021 09:53;404;177.78.42.187;4
1486;09.08.2021 11:55;2211;209.39.166.223;1
1487;09.08.2021 14:26;1684;222.236.34.184;9
1488;09.08.2021 19:10;1929;108.29.56.125;7
1489;09.08.2021 19:25;3229;108.29.56.125;11
1490;09.08.2021 20:51;2524;150.78.52.88;6
1491;09.08.2021 23:58;1807;163.166.168.14;1
1492;10.08.2021 00:07;2627;157.232.58.36;3
1493;10.08.2021 03:48;1621;125.235.48.114;6
1494;10.08.2021 10:10;2765;18.156.90.244;1
1495;10.08.2021 12:05;364;13.239.119.79;3
1496;10.08.2021 17:23;667;169.198.44.174;11
1497;10.08.2021 20:52;369;199.239.237.149;13
1498;10.08.2021 21:32;2956;110.11.174.73;9
1499;11.08.2021 00:39;1904;118.80.239.49;7
1500;11.08.2021 09:18;2280;209.39.166.223;5
1501;11.08.2021 11:24;2451;92.17.51.42;4
1502;11.08.2021 21:21;3510;69.124.98.187;4
1503;12.08.2021 07:48;764;219.196.124.10;10
1504;12.08.2021 09:55;654;118.80.239.49;3
1505;12.08.2021 11:49;3393;152.89.109.127;5
1506;12.08.2021 11:50;630;209.39.166.223;12
1507;12.08.2021 12:45;1883;229.140.250.138;7
1508;12.08.2021 13:13;3481;209.39.166.223;7
1509;12.08.2021 13:54;2067;191.68.12.137;7
1510;12.08.2021 19:06;2226;64.114.229.223;12
1511;12.08.2021 19:53;894;83.176.116.16;4
1512;12.08.2021 21:48;10;230.241.94.78;2
1513;13.08.2021 03:28;3572;114.187.193.206;9
1514;13.08.2021 06:01;1727;219.196.124.10;13
1515;13.08.2021 09:09;2793;100.18.207.234;7
1516;13.08.2021 10:02;1639;178.122.122.173;11
1517;13.08.2021 15:19;2522;157.232.58.36;8
1518;13.08.2021 17:22;2151;201.96.31.251;7
1519;13.08.2021 19:35;3536;75.128.162.152;8
1520;13.08.2021 23:29;180;197.16.98.90;2
1521;14.08.2021 09:32;113;170.132.134.211;9
1522;14.08.2021 09:48;1211;178.122.122.173;9
1523;14.08.2021 18:31;1417;102.139.90.106;4
1524;14.08.2021 21:10;310;83.176.116.16;2
1525;15.08.2021 03:42;561;88.217.181.132;3
1526;15.08.2021 13:21;2488;162.115.36.59;5
1527;15.08.2021 13:29;1429;242.146.184.63;7
1528;15.08.2021 20:39;1127;38.162.243.217;2
1529;16.08.2021 01:39;1919;252.158.146.10;11
1530;16.08.2021 04:25;537;125.235.48.114;4
1531;16.08.2021 06:21;2477;201.127.192.12;8
1532;16.08.2021 08:57;186;139.14.127.71;4
1533;16.08.2021 10:33;2409;31.21.64.255;13
1534;16.08.2021 15:09;754;30.137.46.77;1
1535;16.08.2021 15:11;3490;91.15.172.178;6
1536;16.08.2021 18:47;2231;136.133.217.210;11
1537;16.08.2021 19:20;2111;71.210.167.55;10
1538;17.08.2021 07:38;30;197.16.98.90;1
1539;17.08.2021 08:26;649;119.111.205.208;12
1540;17.08.2021 11:08;3199;108.29.56.125;7
1541;17.08.2021 12:01;1207;201.96.31.251;12
1542;17.08.2021 17:52;1272;46.49.93.187;11
1543;17.08.2021 20:17;551;224.227.160.193;1
1544;17.08.2021 23:15;2726;173.17.122.108;8
1545;18.08.2021 03:53;1695;47.204.88.176;4
1546;18.08.2021 06:11;1073;95.153.135.103;5
1547;18.08.2021 07:00;3178;204.80.195.67;2
1548;18.08.2021 11:02;2201;30.137.46.77;12
1549;18.08.2021 14:39;1024;157.206.71.51;3
1550;18.08.2021 18:08;645;164.111.53.197;3
1551;18.08.2021 22:17;1302;217.38.30.83;1
1552;19.08.2021 00:45;33;39.186.111.62;7
1553;19.08.2021 01:46;2535;230.241.94.78;7
1554;19.08.2021 02:07;1873;170.132.134.211;6
1555;19.08.2021 04:43;1338;163.166.168.14;4
1556;19.08.2021 07:55;2326;26.96.86.17;4
1557;19.08.2021 13:01;1011;170.222.61.39;12
1558;19.08.2021 13:49;1051;108.29.56.125;9
1559;19.08.2021 16:26;2660;159.125.210.101;1
1560;20.08.2021 12:33;348;118.80.239.49;12
1561;20.08.2021 13:30;2645;55.234.230.127;3
1562;20.08.2021 16:20;3300;108.29.56.125;4
1563;20.08.2021 16:23;556;47.204.88.176;1
1564;20.08.2021 19:56;2771;119.111.205.208;6
1565;20.08.2021 20:14;1801;178.122.122.173;7
1566;20.08.2021 21:52;2807;114.161.33.77;12
1567;21.08.2021 00:20;3544;217.248.144.22;3
1568;21.08.2021 01:35;3010;139.14.127.71;11
1569;21.08.2021 15:16;111;80.248.34.53;6
1570;21.08.2021 17:48;2940;157.206.71.51;8
1571;21.08.2021 19:20;2452;201.96.31.251;6
1572;21.08.2021 21:04;1976;64.114.229.223;6
1573;21.08.2021 23:53;2013;51.56.47.223;13
1574;22.08.2021 01:14;2336;125.235.48.114;5
1575;22.08.2021 04:02;2809;118.241.235.137;8
1576;22.08.2021 11:30;1252;125.235.48.114;13
1577;22.08.2021 14:35;1635;118.241.235.137;9
1578;22.08.2021 19:03;2776;201.127.192.12;3
1579;22.08.2021 23:45;2030;191.68.12.137;11
1580;23.08.2021 01:30;1137;39.186.111.62;10
1581;23.08.2021 03:17;1347;30.137.46.77;7
1582;23.08.2021 13:18;3466;102.139.90.106;4
1583;23.08.2021 14:05;2590;79.88.16.95;8
1584;23.08.2021 15:05;60;75.250.30.38;5
1585;23.08.2021 19:01;3026;125.235.48.114;2
1586;23.08.2021 19:44;959;152.89.109.127;4
1587;24.08.2021 10:12;1822;91.15.172.178;3
1588;24.08.2021 10:22;2108;102.139.90.106;13
1589;24.08.2021 14:17;1130;108.29.56.125;6
1590;24.08.2021 15:13;3416;150.78.52.88;5
1591;24.08.2021 15:17;1045;157.152.73.162;7
1592;25.08.2021 00:40;1584;157.123.63.48;11
1593;25.08.2021 08:49;3424;88.217.181.132;3
1594;25.08.2021 14:24;2434;69.38.74.171;6
1595;25.08.2021 17:53;669;173.17.122.108;4
1596;25.08.2021 18:18;47;209.39.166.223;5
1597;26.08.2021 03:55;2793;144.75.100.180;13
1598;26.08.2021 04:25;705;92.17.51.42;3
1599;26.08.2021 06:58;1817;108.29.56.125;10
1600;26.08.2021 08:26;1176;217.38.30.83;3
1601;26.08.2021 12:32;671;148.155.168.197;6
1602;26.08.2021 12:57;2803;236.150.57.240;9
1603;26.08.2021 16:21;1567;139.214.235.22;2
1604;26.08.2021 17:00;3273;217.248.144.22;7
1605;26.08.2021 22:20;648;224.227.160.193;10
1606;27.08.2021 02:11;3137;236.150.57.240;12
1607;27.08.2021 08:29;2194;157.232.58.36;12
1608;27.08.2021 16:41;1666;110.11.174.73;4
1609;27.08.2021 18:55;1783;75.250.30.38;9
1610;27.08.2021 20:09;2742;217.248.144.22;5
1611;28.08.2021 00:16;1081;125.235.48.114;5
1612;28.08.2021 01:29;1068;214.71.48.93;3
1613;28.08.2021 01:40;700;157.60.242.140;7
1614;28.08.2021 02:19;13;11.143.62.148;11
1615;28.08.2021 05:53;2995;201.96.31.251;3
1616;28.08.2021 09:17;1823;157.152.73.162;9
1617;28.08.2021 10:59;806;43.62.239.125;4
1618;28.08.2021 11:37;1986;252.158.146.10;6
1619;28.08.2021 18:05;2235;178.122.122.173;6
1620;28.08.2021 20:36;384;161.96.243.82;5
1621;29.08.2021 02:54;1676;13.239.119.79;3
1622;29.08.2021 03:28;406;26.96.86.17;8
1623;29.08.2021 05:24;3558;30.137.46.77;12
1624;29.08.2021 07:38;2206;217.248.144.22;10
1625;29.08.2021 11:43;2632;161.96.243.82;13
1626;29.08.2021 12:55;2993;101.81.161.142;5
